id_doc,type_of_document,states,sub_domain,domain,regulation_tariff,title,order_date,notification_date,comment_date,comments_given_on
3646,GNO,CERC,OTH,Others,ORD,"Petition under Section 79 read with Regulations 20 and 21 of the Central Electricity Regulatory Commission (Sharing of Inter State Transmission Charges and Losses) Regulations, 2010 read with Regulation 33A and 33B of the Central Electricity Regulatory Commission (Grant of Connectivity, Long-term Access and Medium-term Open Access in Inter-State Transmission and related matters) Regulations, 2009 and Regulations 111 and 112 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 invoking the jurisdiction of the Commission for inter-alia resolving discrepancies arising on account of conflict between the SCOD under the PPA and the date of operationalisation of connectivity and long term access, for seeking recognition of Change in Law and Force Majeure events impacting the implementation of the Project by the Petitioner and seeking appropriate reliefs with regard to exemption from payment of transmission charges, opening a Letter of Credit for PoC charges and quashing of Default Notice issued by CTU. Sprng Renewable Energy Private Limited",23/04/2022,24/07/2022,0000-00-00,0000-00-00
3647,GNO,CERC,OTH,Others,ORD,"Application under sub-section (4) of section 28 of Electricity Act, 2003 and Regulation 10 of the Central Electricity Regulatory Commission (Fee and Charges of Regional Load Despatch Centre and other related matters) Regulations, 2019 for determining the NRLDC Charges for the control period 01.04.2019-31.03.2024. Northern Regional Load Despatch Centre (NRLDC)",31/05/2021,31/05/2021,0000-00-00,0000-00-00
3648,GNO,CERC,TD,Tariff,"ORD,PET","Review of Commission’s order dated 8.1.2020 in Petition No. 199/GT/2017 regarding determination of tariff of Kudgi Super Thermal Power Station, Stage-I (2400 MW) for the period from COD of Unit-I to 31.3.2019 NTPC Ltd",09/02/2021,10/02/2021,0000-00-00,0000-00-00
3649,GNO,CERC,MK,Market,ORD,"Petition under Sections 66 and Section 178 (2) (y) of the Electricity Act, 2003 read with the Regulation 6 and 7 of the Central Electricity Regulatory Commission (Power Market) Regulations, 2010 for introduction and approval of Integrated Day Ahead Market at Power Exchange India Limited. Power Exchange India Limited",20/10/2021,0000-00-00,0000-00-00,0000-00-00
3650,GNO,CERC,OTH,Others,ORD,"Application under subsection (4) of section 28 of Electricity Act, 2003 and Regulation 10 of the Central Electricity Regulatory Commission (Fee and Charges of Regional Load Despatch Centre and other related matters) Regulations, 2019 for determining the SRLDC Charges for the control period 01.04.2019-31.03.2024. Southern Regional Load Despatch Centre (SRLDC) ",31/05/2021,31/05/2021,0000-00-00,0000-00-00
3651,GNO,CERC,MK,Market,ORD,"Petition under Section 66 of The Electricity Act, 2003 read with the Regulation 7 of the Central Electricity Regulatory Commission (Power Market) Regulations, 2010 for approval of introduction of the Green Day Ahead Contract in Day Ahead Market segment at Indian Energy Exchange Limited. Indian Energy Exchange Limited",20/10/2021,0000-00-00,0000-00-00,0000-00-00
3652,GNO,CERC,TD,Tariff,"ORD,PET","Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of Asset-1: LILO of existing Bangalore- Salem 400 kV S/C Line at Hosur and Extension of 400/220 kV Sub-station at Hosur, Asset-2: Nellore-Thiruvalam 400 kV D/C Quad line along with extension of 400/220 kV Sub-station at Nellore & Thiruvalam and 1X50 MVAR line reactor at both ends of each circuit of Nellore-Thiruvalam 400 kV Quad D/C line along with 450 ohms NGR, Asset-3: Thiruvalam-Melakottaiyur (Sholinganallur) 400 kV D/C Line along with Bay extension of 400 kV Sub-station at Thiruvalam and Extension of 400/220 kV Sub-station at Melakottaiyur (Sholinganallur), Asset-4: 2 Nos. 400 kV 63 MVAR Line Reactors for both circuits of Vijayawada – Nellore 400 kV D/C Transmission Line charged as Bus Reactors at Nellore (AP) Sub-station and Asset-5: 400 kV D/C Vijayawada – Nellore Transmission Line and associated bays along with 1 No. 400 kV 63 MVAR Line Reactor at Vijayawada (Nunna) Sub-station and 1 No. 63 MVAR Line Reactor at Vijayawada TPS under “Southern Region System strengthening Scheme- XVIII” in Southern Region. Power Grid Corporation of India Ltd.",09/02/2021,10/02/2021,0000-00-00,0000-00-00
3653,GNO,CERC,"OTH,TR","Transmission, Others",ORD,"Application under Section 14 of the Electricity Act, 2003 read with Central Electricity Regulatory Commission (Procedure, Terms and Conditions for Grant of Transmission License and other related matters) Regulations, 2009 with respect to Transmission License to Ramgarh New Transmission Limited. POWERGRID Ramgarh Transmission Limited",31/05/2021,31/05/2021,0000-00-00,0000-00-00
3654,GNO,CERC,MK,Market,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 for truing up of transmission tariff of the 2014-19 tariff period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff for the 2019-24 tariff period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Combined Asset comprising of Asset-A: 400 kV, 125 MVAR Bus Reactor at Gorakhpur, Asset-B: 400 kV, 125 MVAR Bus Reactor at Allahabad, Asset-C: 400 kV, 125 MVAR Bus Reactor at Manipuri, Asset-D: 400 kV, 125 MVAR Bus Reactor at Kankroli, Asset-E: 400 kV, 125 MVAR Bus Reactor-I at Vindhyachal, Asset-F: 125 MVAR Bus Reactor-II at Vindhyachal, Asset-G: Extension of 400/220 kV Jalandhar (POWERGRID), Asset-H: Extension of 400/220 kV Amritsar (POWERGRID) Sub-station 400 kV, 80 MVAR Bus-Reactor, Asset-I: Extension of 400/220 kV Hissar (POWERGRID) Sub-station 400 kV, 125 MVAR Bus Reactor, Asset-J: Extension of 400/220 kV Nalagarh (POWERGRID) Sub-station 400 kV, 125 MVAR Bus-Reactor under the scheme “Provision of Bus Reactors in the Northern Region”. Power Grid Corporation of India Limited",20/10/2021,0000-00-00,0000-00-00,0000-00-00
3655,GNO,CERC,TD,Tariff,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of 765 kV Single Circuit Kurnool-Raichur Transmission Line along with associated bay extensions at 765/400 kV Kurnool Sub-station and 765/400 kV Raichur Sub-station under “System Strengthening Scheme-XXII” in Southern Region. Power Grid Corporation of India Ltd.",09/02/2021,10/02/2021,0000-00-00,0000-00-00
3656,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations 1999 and revision of transmission tariff of the 2004-09, 2009-14 tariff periods and truing up of transmission tariff of the 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations 2014 and determination of transmission tariff of the 2019-24 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations 2019 for LILO of one circuit of 132 kV D/C Siliguri-Rangit Transmission Line at Gangtok in Eastern Region. Power Grid Corporation of India Limited",31/05/2021,31/05/2021,0000-00-00,0000-00-00
3657,GNO,CERC,MK,Market,ORD,"Approval under Regulation 86 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and revision of transmission tariff of the 2004-09 and 2009-14 tariff periods and truing up of transmission tariff of the 2014-19 tariff period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 in respect of the Combined Asset comprising of Asset-I: LILO of 220 kV Tanakpur-Bareilly Transmission Line (Ckt.-II) at Sitarganj along with associated bays, Asset-II: 220/132, 100 MVA ICT-I at Sitarganj along with associated bays, Asset-III: 220/132, 100 MVA ICT-Il at Sitarganj along with associated bays, Asset-IV: 220/132, 100 MVA ICT-I at Pithoragarh along with associated bays, Asset-V: 220/132, 100 MVA ICT-II at Pithoragarh along with associated bays and Asset-VI: LILO of one circuit of Dhauliganga-Bareilly Transmission Line at Pithoragarh along with associated bays associated with System Strengthening Scheme in Uttaranchal in Northern Region. Power Grid Corporation of India Limited",18/10/2021,0000-00-00,0000-00-00,0000-00-00
3658,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for 2 numbers 765 kV Line bays along with 2x240 MVAR Switchable Line reactors each at Srikakulam & Angul for termination of both circuit of 765 kV D/C Srikakulam-Angul Transmission line, and 1x330 MVAR 765 kV Bus Reactor at Srikakulam under Common System associated with East Coast Energy Private Limited and NCC Power Projects Limited LTOA generation projects in Srikakulam Area-Part-C in the Southern Region and Eastern Region. Power Grid Corporation of India Limited",01/06/2021,01/06/2021,0000-00-00,0000-00-00
3659,GNO,CERC,"OTH,RE","Renewables, Others",ORD,"Petition under Section 63 of the Electricity Act, 2003 for adoption of tariff for the ISTS Grid connected Solar Photo Voltaic Projects of 2000 MW selected through Competitive Bidding Process as per the Guidelines issued by Ministry of Power, Govt. of India on 3.8.2017 and its amendments thereof. NHPC Limited",02/06/2021,02/06/2021,0000-00-00,0000-00-00
3660,GNO,CERC,MK,Market,ORD,"Petition under Section 79(1) (c) of the Electricity Act, 2003 and regulation 33A of the Central Electricity Regulatory Commission (Grant of Connectivity, Long-term Access and Medium-term Open Access in inter-State Transmission and related matters) Regulations, 2009 for return of Bank Guarantee bearing no. A25BG07191780002 for an amount of Rs. 10,00,00,000/- furnished by the Petitioner pursuant to the revoked Stage-II Connectivity dated 25.5.2019 against the Letter of Award dated 25.1.2019 issued by Solar Energy Corporation of India for development of 450 MW ISTS connected Wind-Solar Hybrid Power Project SBE Renewables Ten Private Limited",21/10/2021,0000-00-00,0000-00-00,0000-00-00
3661,GNO,CERC,OTH,Others,ORD,"Petition under Section 79(1) (f) of the Electricity Act, 2003, read with Regulations 20 and 21 of the Central Electricity Regulatory Commission (Sharing of inter-State Transmission Charges and Losses) Regulations, 2010 seeking appointment of Sole Arbitrator for adjudication of disputes between the parties herein terms of clause 3.13 (b) of the Agreement dated 31.10.2014. Shree Cement Limited",07/08/2021,07/08/2021,0000-00-00,0000-00-00
3662,GNO,CERC,TD,Tariff,ORD,Reconsideration of order dated 29.12.2016 in Petition No.156/TT/2015 pursuant to the directions of Appellate Tribunal for Electricity in judgment dated 16.7.2018 in Appeal Nos. 281 of 2016 and 81 of 2017 and Commission’s order dated 12.12.2018 in Review Petition Nos. 4/RP/2017 and 15/RP/2017. Parbati Koldam Transmission Company Ltd.,09/02/2021,10/02/2012,0000-00-00,0000-00-00
3663,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of the 2014-19 tariff period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff for the period from 1.4.2019 to 31.3.2024 under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for the Combined Asset consisting of Asset-I: 400/220 kV, 315 MVA, ICT-1 along with associated bays, 400 kV 80 MVAR Bus Reactor along with associated bays, LILO of one circuit of 400 kV D/C Parbati-Amritsar Transmission Line at Hamirpur along with associated bays and Line reactor at Hamirpur GIS Sub-station; and Asset-II: 1 number of 400/220 kV, 315 MVA ICT-II along with associated bays at Hamirpur Sub-station under “Northern Region System Strengthening Scheme-XX” (NRSSS-XX) in Northern Region Power Grid Corporation of India Ltd",02/06/2021,02/06/2021,0000-00-00,0000-00-00
3664,GNO,CERC,TD,Tariff,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations 1999 and revision of transmission tariff of the 2004-09 and 2009-14 tariff periods and truing-up of transmission tariff of the 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Combined Asset consisting of Asset-1: 132 kV D/C Agartala-Agartala Ckt-I and II; and Asset-2: 132 kV S/C Agartala–Kumarghat Transmission Line under “Transmission system associated with Agartala GBPP” in the North Eastern Region. Power Grid Corporation of India Ltd.",09/02/2021,10/02/2021,0000-00-00,0000-00-00
3665,GNO,CERC,"MK,TR","Transmission, Market",ORD,"Application for Amendment under Section 18 of the Electricity Act 2003 of Transmission Licence No. 30/Transmission/2014/CERC dated 4.9.2014 of NRSS XXXI (A) Transmission Limited granted under Section 14 of the Electricity Act, 2003 and the Central Electricity Regulatory Commission (Procedure, Terms and Conditions for grant of Transmission Licence and other related matters) Regulations, 2009. NRSS XXXI (A) Transmission Limited",21/10/2021,0000-00-00,0000-00-00,0000-00-00
3666,MSO,CERC,TD,Tariff,ORD,"Application under Regulation-31(6) of CERC (Terms and Conditions of Tariff) Regulations, 2014 for recovery of shortfall in energy charges due to reasons beyond control of Teesta Low Dam-III Power Station and recovery of shortfall in capacity charge under Regulation-54 & 55 due to agitation by GJMM in FY 2017-18. NHPC Limited",10/02/2021,10/02/2021,0000-00-00,0000-00-00
3667,GNO,CERC,TR,Transmission,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 for truing up of transmission tariff of 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of Chukka Transmission System in Eastern Region. Power Grid Corporation of India Ltd. Corrigendum date:- 24.08.2021",09/08/2021,0000-00-00,0000-00-00,0000-00-00
3668,GNO,CERC,"MK,PPA",Market,ORD,"Petition under Section 79 of the Electricity Act, 2003 read with statutory framework governing procurement of power through competitive bidding (‘Competitive Bidding Guidelines’) and Article 10 of the Power Purchase Agreements dated 17.3.2010, 21.3.2013 and 27.11.2013 executed between GMR Warora Energy Limited and the Distribution Companies in the States of Maharashtra, Dadra and Nagar Haveli and Tamil Nadu respectively for compensation due to levy of charges for transportation of fly ash. GMR Warora Energy Limited (GWEL)",22/10/2021,0000-00-00,0000-00-00,0000-00-00
3669,MSO,CERC,"CB,TD","Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff for the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Combined Asset consisting of Asset I: Koldam Nalagarh 400 kV D/C (Quad) line along with bays at Nalagarh Sub-station and Asset II: 400 kV line bays at Ludhiana Sub-station covered under “Transmission System associated with Koldam Hydro-electric Project” in the Northern Region. Power Grid Corporation of India Ltd.",11/02/2021,11/02/2021,0000-00-00,0000-00-00
3670,GNO,CERC,OTH,Others,ORD,"Petition under Section 79 (1) (b) and (f) of the Electricity Act, 2003 read with applicable Regulations against the unilateral surrender of 150 MW power by Damodar Valley Corporation. Maithon Power Limited",10/08/2021,10/08/2021,0000-00-00,0000-00-00
3671,MSO,CERC,"CB,MK","Market, Others",ORD,"Petition under Regulation 16 of the Central Electricity Regulatory Commission (Power Market) Regulations, 2010 as amended, for grant of registration to establish and operate a Power Exchange in accordance with the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999. Pranurja Solutions Limited (PSL)",11/02/2021,11/02/2021,0000-00-00,0000-00-00
3672,GNO,CERC,"MK,RE","Renewables, Market",ORD,Application for grant of an inter-State trading licence in electricity to ReNew Energy Markets Private Limited. ReNew Energy Markets Private Limited,23/10/2021,0000-00-00,0000-00-00,0000-00-00
3673,GNO,CERC,OTH,Others,ORD,"Interlocutory application on behalf of Petitioner Essar Power Transmission Company Limited for interim relief of payment of Provisional Tariff for the Stage-1 assets from the PoC pool from July, 2020 with interest. Essar Power Transmission Company Limited",04/06/2021,04/06/2021,0000-00-00,0000-00-00
3674,MSO,CERC,"CB,MK","Market, Others",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 for determination of Transmission Tariff from COD to 31.3.2019 for 1X330 MVAR, 765 kV Bus Reactor-I at 765/400 kV Varanasi GIS (Reactor shifting from Sasaram Sub-station) under “Transmission System for Phase-I Generation Projects in Jharkhand and West Bengal Part A2”. Power Grid Corporation of India Ltd.",07/02/2021,12/02/2012,0000-00-00,0000-00-00
3675,GNO,CERC,OTH,Others,ORD,"Petition under Sections 79(1)(c),79(1)(f) and other applicable provisions of the Electricity Act, 2003 seeking directions against the Respondents in relation to wrongful rejection of the application for Short Term Open Access for transfer of power from Western Region to Southern Region. KSK Mahanadi Power Company Limited",11/08/2021,12/08/2021,0000-00-00,0000-00-00
3676,GNO,CERC,MK,Market,ORD,"Petition under Section 79(1) (c), 79(1) (f) and 79(1) (k) of the Electricity Act, 2003 before this Commission seeking extension of scheduled date of operationalization of 96 MW LTA granted to Petitioner vide Agreement for long term access without system strengthening dated 17.06.2020 executed between the Petitioner and the Respondent, on account of events beyond the control of the Petitioner. Madhya Bharat Power Corporation Limited",23/10/2021,0000-00-00,0000-00-00,0000-00-00
3677,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation-86 of CERC (Conduct of Business) Regulations, 1999 and CERC (Terms and Conditions of Tariff) Regulations, 2014 for determination of Transmission tariff from COD to 31.3.2019 for Asset-1: OPGW Fiber Links (98.484 Km) Hoody-Yelahanka LILO Point of Neelmangala-Hoody, Hoody-HSR (KPTCL), Peenya-NRS-Hebbal (KPTCL), Hoody-HAL (KPTCL), LILO of Pondy-Sriperambadur to SV Chatram (TANTRANSCO), LILO of Neyveli TS-11-Neyveli TS-1 to NNTPS, Salem (PG) – Salem (TNEB), Sriperumbudur (PG)-Sriperumbudur (TNEB) and Asset-2: Salem PS (Dharmapuri) – Madhugiri (Tumkur) OPGW Link (246.197 Km) under “Fiber Optic Communication system for Central Sector Sub-stations & Generating Stations” in Southern Region. Power Grid Corporation of India Limited",11/02/2021,12/02/2021,0000-00-00,0000-00-00
3678,GNO,CERC,OTH,Others,ORD,Petition for revision of generation tariff of Rampur Hydro Power Station (412 MW) for the period from actual COD of first Unit (i.e. 13.5.2014) to 31.3.2019-Truing-up of tariff determined by the Commission’s order dated 26.6.2019 in Petition No. 315/GT/2018 SJVN Limited,04/06/2021,04/06/2021,0000-00-00,0000-00-00
3679,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Combined Asset consisting of Asset-I: 400 kV D/C Solapur (STPP)-Solapur (PG) Transmission Line along with bay extension at Solapur (PG) Sub-station and Asset-II: Extension of 400/220 kV Solapur Sub-station–Augmentation of Sub-station by 1 x 315 MVA (3rd) Transformer (by shifting of 500 MVA Transformer from Wardha to Solapur) covered under “Transmission System for Solapur STPP (2x660 MW)” in the Western Region. Power Grid Corporation of India Ltd.",11/02/2021,12/02/2021,0000-00-00,0000-00-00
3680,GNO,CERC,"MK,PPA",Market,ORD,"Petition under Section 79 of the Electricity Act, 2003 read with Article 13 (“Change in Law”) of the Power Purchase Agreements dated 7.8.2008 executed between Uttar Haryana Bijli Vitran Nigam Limited/ Dakshin Haryana Bijli Vitran Nigam Limited and Adani Power Limited. Adani Power (Mundra) Limited",23/10/2021,0000-00-00,0000-00-00,0000-00-00
3681,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations 2019 for Asset-I: Farraka-Gokarna Portion of 400 kV D/C Rajarhat-Purnea Line including LILO at Farakka and Gokarna and associated line bays; Asset-II: 1X80 MVAr bus reactor alongwith associated bays at Gokarna Sub-station and 1X80 MVAr Switchable line reactor along with associated bays at Farakka Sub-station and Asset-III: 02 nos. of 400 kV Line bays for termination of LILO of 02nd Ckt. of Jamshedpur Rourkela 400 kV Line at Chaibasa Sub-station under “Eastern Region Strengthening Scheme-V” in the Eastern Region. Power Grid Corporation of India Ltd.,11/02/2021,12/02/2021,0000-00-00,0000-00-00
3682,GNO,CERC,OTH,Others,ORD,"Petition seeking permission to continue drawal of start-up power from the Grid as per Deviation Settlement Mechanism (DSM) till first synchronization of RAPP-7 or 30.6.2022, whichever is earlier. Nuclear Power Corporation of India Limited (NPCIL)",05/06/2021,05/06/2021,0000-00-00,0000-00-00
3683,GNO,CERC,OTH,Others,ORD,"Petition under Section 79 (1) (b) & (f) of the Electricity Act, 2003 read with Article 12 of the Power Purchase Agreements dated 02.08.2016, executed between the Petitioner and Solar Energy Corporation of India Ltd., for seeking approval of Change in Law events due to enactment of the GST Laws Talettutayi Solar Projects One Pvt. Limited",10/08/2021,12/08/2021,0000-00-00,0000-00-00
3684,GNO,CERC,TR,Transmission,ORD,"Application under Sections 14, 15 and 79(1)(e) of the Electricity Act, 2003 read with Central Electricity Regulatory Commission (Procedure, Terms and Conditions for Grant of Transmission Licence and other related matters) Regulations, 2009 with respect to grant of Transmission Licence to Lakadia Vadodara Transmission Project Limited. Lakadia Vadodara Transmission Project Limited (LVTPL)",12/02/2021,12/02/2021,0000-00-00,0000-00-00
3685,GNO,CERC,"OTH,RE","Renewables, Others",ORD,"Petition for approval under Section 17 (3) and (4) of the Electricity Act, 2003 for creation of security interest over all the movable and immovable assets of Petitioner No 1 in favour of Petitioner No. 2 / Security Trustee pursuant to the amended and restated Facility Agreement dated 12.10.2020 executed between Petitioner No. 1, REC Limited/ Lender’s Agent and the Lenders, by way of mortgage/ hypothecation/ assignment on project assets for benefit of the Lenders, and for their subsequent transferees, assignees, novatees thereof and any refinancing lenders to the Project, for development, construction and operation of the independent transmission project for “WRSS-21 (Part-B) – Transmission System strengthening for reliving over loadings observed in Gujarat Intra-state system due to RE injections in Bhuj-PS. 1. Lakadia-Vadodara Transmission Project Limited 2. Catalyst Trusteeship Limited",05/06/2021,05/06/2021,0000-00-00,0000-00-00
3686,GNO,CERC,TR,Transmission,ORD,"Approval under Sections 17(3) and 17(4) of the Electricity Act, 2003 read with clause 11.6 of the Security Trustee Agreement dated 28.12.2020 along with Article 15 of the Transmission Service Agreement dated 22.09.2015 for grant of approval in relation to change of the constitution of the consortium of existing lenders already approved by the Commission vide order dated 10.4.2018 in Petition No. 86/MP/2018. Alipurduar Transmission Limited",23/10/2021,0000-00-00,0000-00-00,0000-00-00
3687,GNO,CERC,CB,Others,ORD,"Review petition under Section 94(1)(f) of the Electricity Act, 2003 read with Regulation 103 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, seeking review of order dated 30.9.2019 in Petition No. 171/TT/2018. Power Grid Corporation of India Limited",05/06/2021,0000-00-00,05/06/2021,0000-00-00
3688,GNO,CERC,OTH,Others,ORD,"Review petition under Section 94(1)(f) of the Electricity Act, 2003 read with Regulation 103 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, seeking review of order dated 5.2.2020 in Petition No. 10/TT/2019 Transmission Corporation of Andhra Pradesh Limited",11/08/2021,12/08/2021,0000-00-00,0000-00-00
3689,GNO,CERC,TR,Transmission,ORD,"Application under Section 14 of the Electricity Act, 2003 read with Central Electricity Regulatory Commission (Procedure, Terms and Conditions for Grant of Transmission Licence and other related matters) Regulations, 2009 with respect to Transmission Licence to Fatehgarh-II Transco Limited. Powergrid Fatehgarh Transmission Limited (PFTL)",12/02/2021,12/02/2021,0000-00-00,0000-00-00
3690,GNO,CERC,"TD,TR","Transmission, Tariff",ORD,"Approval under Regulation-86 of CERC (Conduct of Business) Regulations, 1999 and CERC (Terms and Conditions of Tariff) Regulations, 2014 for determination of Transmission tariff from COD to 31.3.2019 for Asset-1: 400 kV Dharmapuri (Salem New) Somanhalli 400 kV D/C Quad Line along with Bay Extensions at Dharmapuri (Salem New) and Somanhalli Sub-stations under “System Strengthening-XIV in Southern Region”. Power Grid Corporation of India Limited",13/02/2021,14/02/2021,0000-00-00,0000-00-00
3691,GNO,CERC,TR,Transmission,ORD,"Petition for approval under Section 17(3) and (4) of the Electricity Act, 2003 for creation of security interest over the Petitioner’s Assets in favour of Respondent No. 14 (acting for the benefit of the lender) in respect of the Petitioner’s Transmission Project. Udupi Kasargode Transmission Limited",23/10/2021,0000-00-00,0000-00-00,0000-00-00
3692,GNO,CERC,OTH,Others,"ORD,SM","A mechanism to determine Compensation on account of installation of Emission Control System by the generating companies in compliance with the Revised Emission Standards issued by Ministry of Environment, Forest & Climate Change (MoEF&CC),Government of India, vide Environment (Protection) Amendment Rules, 2015 on 07.12.2015 in respect of the Thermal Generating stations whose tariff is determined through competitive bidding under Section 63 of the Electricity Act, 2003.",13/08/2021,13/08/2021,0000-00-00,0000-00-00
3693,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD," 143/TT/2019 Approval under Regulation-86 of CERC (Conduct of Business) Regulations, 1999 and CERC (Terms and Conditions of Tariff) Regulations, 2014 for determination of Transmission tariff from COD to 31.3.2019 for the Asset: Neelamangla- Yelahanka (39.006 km) OPGW Fibre Communication link of Central Sector along with Associated Communication Equipment under “Fibre Optic Communication system in lieu of existing Unified Load Despatch and Communication (ULDC) Microwave links in Southern Region.” Power Grid Corporation of India Limited",13/02/2021,14/02/2021,0000-00-00,0000-00-00
3694,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of CERC (Conduct of Business) Regulations, 1999 and CERC (Terms and Conditions of Tariff) Regulations, 2014 for determination of Transmission tariff from COD to 31.3.2019 for Asset-1:765kV D/C Bhuj Pool Substation-Banaskantha TL along with associated Bays & 2x330 MVAR Switchable Line Reactors at both ends along with bays, Asset-2: 765kV Bhuj Pool Substation (New) along with 2 Nos. 1500MVA, 765/400 kV ICTs, 1 No. 765kV Bus Reactor, 2 Nos. 500MVA 400/200kV ICTs and 1 No. 400kV Bus Reactor alongwith associated bays under “Green Energy Corridors-Inter State Transmission Scheme (ISTS) Part-C”. Power Grid Corporation of India Limited",13/02/2021,14/02/2021,0000-00-00,0000-00-00
3695,GNO,CERC,"PPA,SP","Market, Renewables",ORD,"Petition under Section 79 of the Electricity Act, 2003 read with Article 12 of the PPAs dated 27.04.2018 and Clause 5.7 of the Bidding Guidelines seeking relief under the 'Change in Law' provision viz. the introduction of Safeguard Duty on the import of solar modules after the Bid Deadline (i.e., 05.12.2017) resulting in substantial increase in the cost of project to be borne by the Petitioner and seeking an appropriate mechanism for grant of a suitable adjustment/ compensation to offset commercial impact of such Change in Law event. Clean Solar Power (Bhadla) Pvt. Ltd.",17/06/2021,19/06/2021,0000-00-00,0000-00-00
