id_doc,type_of_document,states,sub_domain,domain,regulation_tariff,title,order_date,notification_date,comment_date,comments_given_on
7633,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Truing up of transmission tariff for 2009-14 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2009 and determination of transmission tariff for 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 of Asset-1 : combined assets of 1500 MVA 765/400/33 kV ICT-I, ICT-II, ICT-III and ICT-IV along with associated bays at Jhattikara 765/400 kV new Sub-station; Asset-2 : combined assets of 1500 MVA 765/400/33 kV ICT-I and ICT-II along with associated bays at Meerut Sub-station; Asset-3 : associated bays for LILO of both circuits of 400 kV D/C Bamnouli-Mundka/Bawana at Jhattikara 765/400 kV New Sub-station; Asset-4 : one no. 765 kV line bay for 765 kV Agra- Jhattikara line including 765 kV 240 MVAR switchable line reactor as bus reactor operation mode at 765/400 kV Jhattikara (New) Sub-station; Asset-5 : Associated line bays for (765 kV S/C Agra – Jhattikara Transmission Line) at Agra Sub-station; Asset-6 : One No. 765 kV line bay for 765 kV Agra- Meerut line along with 765 kV 240 MVAR switchable line reactor under bus reactor operation mode at 765/400/220 kV Meerut Sub-station; Asset-7 : Associated line bays for 765 kV S/C Agra – Meerut Transmission Line at Agra Sub-station; Asset-8 : 765 kV 240 MVAR Bus Reactor along with associated bays at 765/400/220 kV at Meerut Sub-station; Asset-9 : 765 kV 240 MVAR Bus Reactor along with associated bays at 765/400/220 kV at Jhattikara Sub-station; Asset-10 : Associated bays at Jhattikara for 765 kV Jhattikara – Bhiwani Line under 765 kV system for Central part of Northern Grid Part-II under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7634,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Approval of transmission tariff of Asset-I: (i) 132 kVS/C (on D/C Tower) Pasighat–Roing Transmission Line alongwith associated bays at Pasighat and Roing Sub-station, (ii) 3x5 MVA (132/33kV), 1-ph, ICT-I alongwith associated bays at Roing, (iii) 4x5 MVA (132/33 kV), 1-ph, ICT-II alongwith associated bays at Roing, (iv) 4x6.67 MVAR, 1-Ph, 132 kV Bus Reactor along with associated bay at Roing, Asset-II: (i) 132 kV S/C (on D/C Tower) Roing–Tezu Transmission Line alongwith associated bays at Roing and Tezu Sub-station, (ii) 4x6.67 MVAR, 1-Ph, 132 kV Bus Reactor along with associated bay at Tezu under “Transmission system associated with Pallatana GBPP and Bongaigaon TPS” from COD to 31.3.2019 under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2018",0000-00-00,0000-00-00,0000-00-00,0000-00-00
7635,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Approval of transmission tariff for Asset-I: Rajarhat-Farakka portion of 400 kV D/C Rajarhat-Purnea transmission line including LILO of one ckt of Rajarhat-Purnea transmission line at Farakka and associated line bays at Rajarhat and Farakka along with 2X80 MVAR Switchable line reactor at Rajarhat GIS and 1X80 MVAR line reactor at Farakka Sub-station, Asset-II: Farakka-Purnea portion of 400 kV D/C Rajarhat-Purnea transmission line alongwith 02 Nos of 80 MVAR switchable line reactor at Purnea Sub-station, Asset-III: LILO of one circuit of Rajarhat-Purnea transmission line at Gokarna and associated line bays at Gokarna alongwith 1X80 MVAR bus reactor at Gokarna Sub-station, Asset-IV: LILO of 400 kV S/C Subhasgram – Jeerat line at Rajarhat and associated bays; 01 no. 400/220 kV, 500MVA ICT (1st) and associated bays alongwith 02 nos 220 kV line bays at Rajarhat Sub-station, Asset-V: 01 no 400/220 kV, 500 MVA ICT (2nd) and associated bays at Rajarhat Sub-station, Asset-VI: 01 no. 125 MVAR Bus Reactor (1st) and associated bays at Rajarhat Sub-station, Asset-VII: 01 no 125 MVAR Bus Reactor (2nd) and associated bay at Rajarhat Sub-station, Asset-VIII: 04 nos 220 kV line bays at Rajarhat Sub-station, Asset IX: 02 Nos of 400 kV Line bays for termination of LILO of 02nd Ckt of Jamsedpur Rourkela 400 kV Line at Chaibasa Sub-station under Eastern Region Strengthening Scheme-V in Eastern Region from COD to 31.3.2019 under Regulation 86 of Central Electricity Regulatory Commission (Conduct of business) Regulations, 1999 and Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7636,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Petition for determination of transmission tariff from COD to 31.3.2019 for 2 nos. 765 kV line bay along with 2X240 MVAR Switchable Line Reactors each at Srikakulam and Angul for termination of both circuit of 765 kV D/C Srikakulam-Angul transmission line, 2x1500 MVA 765/400 kV ICT's and 1x330 MVAR 765 kV Bus Reactor at Srikakulam under “Common System associated with East Coast Energy Private Limited and NCC Power Projects Limited LTOA generation projects in Srikakulam Area -part-C” for the 2014-19 tariff block), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7637,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Corrigendum to Order dated 18.5.2018), 2018",17/07/2018,0000-00-00,0000-00-00,0000-00-00
7638,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Review of Commission’s order dated 3.5.2017 in Petition No. 255/GT/2014 regarding approval of tariff of CFBC Technology based Barsingsar Thermal Power Plant (2 x 125 MW) of NLC Ltd for the period 2014-19), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7639,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Application for grant of licence for inter-State trading in electricity), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7640,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Review of the order dated 22.5.2017 with regard to approval of tariff of Bongaigaon Thermal Power Station, Unit I (250 MW) for the period from 1.4.2016 to 31.3.2019), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7641,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Determination of transmission tariff from COD to 31.3.2019 for Asset-I (A): LILO of Agra-Bharatpur 220 kV S/C Line at Agra (PGCIL) Sub-station alongwith line bays, Asset-I (B): 1X315 MVA 400/220 kV ICT (Shifted from Ballabhgarh Sub-station) alongwith ICT bays at Agra (PGCIL) Sub-station, Asset-II: LILO of 400 kV Amritsar-Hamirpur Line at Jalandhar (One circuit of Parbati Pooling station-Amritsar Line) along with bays, Asset-III: 1X 315 MVA, 400/220 kV ICT along with associated bays at Kaithal Substation (Spare ICT from Ballabhgarh), Asset-IV: 2 nos. 220 kV bays at Kaithal Sub-station, Asset-V: 2 nos. of 220 kV Line bays at Bhinmal Sub-station, under Northern Region System Strengthening Scheme XXXIV in Northern Region under Regulation-86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2018",25/07/2018,0000-00-00,0000-00-00,0000-00-00
7642,Jud-Ord,APTEL,"MK,PPA",Market,ORD,"APTEL Order on (Sahasradhara Energy Private Limited.  Versus   Uttar Pradesh Electricity Regulatory Commission (UPERC) & Ors.), 2020",29/06/2020,0000-00-00,0000-00-00,0000-00-00
7643,Jud-Ord,APTEL,RE,Renewables,ORD,"APTEL Order on (Salasar Green Energy Private Limited.  Versus   Uttar Pradesh Electricity Regulatory Commission (UPERC) & Ors.), 2020",29/06/2020,0000-00-00,0000-00-00,0000-00-00
7644,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Determination of transmission tariff for 765 kV D/C Srikakulam-Angul Transmission line under “Common System associated with East Coast Energy Private Limited and NCC power projects limited LTOA generation projects in Srikakulam Area, Part-A” in Southern Region and Eastern Region), 2018",19/07/2018,0000-00-00,0000-00-00,0000-00-00
7645,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Petition under Section 94 (1) (f) of the Electricity Act, 2003 Read with Regulation 103 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999for seeking review of order dated 31.10.2017 in Petition No.69/MP/2014 in the matter of relinquishment of the Long term Open Access under the Bulk Power Transmission Agreement dated 29.7.2009 under Regulation 18 read with 32 of the Central Electricity Regulatory Commission (Grant of Connectivity, Long Term Access and Medium Term Open Access in inter-State Transmission and related matters) Regulations, 2009), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7646,Jud-Ord,CERC,"TD,TR","Transmission, Tariff",ORD,"CERC Order on (Determination of transmission tariff for ± 800 kV Biswanath Chariali-Agra HVDC POLE-II  (1500 MW HVDC Terminal at Biswanath Chariali and Agra) alongwith Earth Electrode line  and Earth Electrode Station for both Biswanath Chariali and Agra from anticipated COD  1.9.2016 to 31.3.2019 under the transmission system associated with ""North EastNorthern/Western Inter Connector-I Project), 2017",15/12/2017,0000-00-00,0000-00-00,0000-00-00
7647,Jud-Ord,APTEL,MK,Market,ORD,"APTEL Order on (PSPN Synergy Private Limited.  Versus   Uttar Pradesh Electricity Regulatory Commission (UPERC) & Ors.), 2020",29/06/2020,0000-00-00,0000-00-00,0000-00-00
7648,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Petition for seeking declaration that the Petitioner can declare and schedule power on the basis of its actual Auxiliary consumption as per the Central Electricity Regulatory Commission (Indian Electricity Grid Code) Regulations, 2010 as amended from time to time, for fulfilling its obligations under two different Power Purchase Agreements), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7649,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Approval of transmission tariff for MB TPS (Anuppur)-Jabalpur Pooling Station 400 kV  D/C (triple Snowbird) line, under Transmission System for connectivity of MB Power  (M.P.) Limited in Western Region for tariff block 2014-19 under Regulation 86 of Central  Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and  Central Electricity Regulatory Commission(Terms and Conditions of Tariff) Regulations, 2014), 2017",15/12/2017,0000-00-00,0000-00-00,0000-00-00
7650,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Petition for review and modification of the order dated 20.9.2017 in Petition No. 227/TT/2014 under section 94(1)(f) of the Electricity Act, 2003), 2018",23/07/2018,0000-00-00,0000-00-00,0000-00-00
7651,Jud-Ord,APTEL,"MK,PPA",Market,ORD,"APTEL Order on (M/s Sukhbir Agro Energy Ltd.  Versus   Uttar Pradesh Electricity Regulatory Commission & Ors.), 2020",29/06/2020,0000-00-00,0000-00-00,0000-00-00
7652,Jud-Ord,CERC,"OTH,TD","Others, Tariff",ORD,"CERC Order on (Truing up of fee and charges of Unified Load Despatch and Communication Scheme  (Powergrid portion i.e. Communication system portion and SLDC system retained by  the petitioner after formation of POSOCO) in North Eastern Region for the period  2014-19 block based on actual O&M Expenses under Regulation 86 of Central  Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and  determination of charges for the 2014-19 tariff block under the Central Electricity  Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2017",15/12/2017,0000-00-00,0000-00-00,0000-00-00
7653,Jud-Ord,CERC,TD,Tariff,ORD,"CERC Order on (Truing up of the tariff of 2011-14 period of 400 kV JPL Tamnar-PGCIL Raipur  D/C Line-258.40 km and 2 nos. 315 MVA, 400/220 kV Transformer alongwith 4  nos. of 400 kV bays and 2 nos. of 220 kV bays at Tamnar Sub-station under Central Electricity Regulatory Commission (Terms and Conditions of Tariff)  Regulations, 2009 and determination of tariff for the 2014-19 tariff period under  the Central Electricity Regulatory Commission (Terms and Conditions of Tariff)  Regulations, 2014), 2017",15/12/2017,0000-00-00,0000-00-00,0000-00-00
7654,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Determination of transmission tariff for Asset-I: 400 kV Lucknow-Kanpur (New) D/C transmission line alongwith associated bays at both end; Asset-II: Augmentation of transformation capacity at 400/220kV Ballabhgarh Sub-station by installing 500 MVA ICT-III; Asset-III: Augmentation of transformation capacity at 400/220 kV Ballabhgarh Sub-station by installing 500 MVA ICT-IV; Asset-IV: Augmentation of transformation capacity by 500 MVA ICT(3rd) at 400/220 kV GIS Gurgaon; Asset - V: Extension of GIS Parbati Pooling Station with 7X105 MVA ICT along with associated bays and 2 Nos. 220 kV bays under NRSS - XXXII in Northern Region under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2018",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7655,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Approval of transmission tariff for Expansion and Replacement of existing  SCADA/EMS System at SLDC?s of Northern Region (NR ULDC Phase-II) from COD  to 31.3.2019 under Regulation 86 of Central Electricity Regulatory Commission  (Conduct of Business) Regulations, 1999 and Central Electricity Regulatory  Commission (Terms and Conditions of Tariff) Regulations, 2014), 2017",15/12/2017,0000-00-00,0000-00-00,0000-00-00
7656,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Review Petition under Section 94 of the Electricity Act, 2003 read with Regulation 103 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, seeking review of order dated 30.7.2016 in Petition No. 411/TT/2014), 2018",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7657,Jud-Ord,APTEL,MK,Market,ORD,"APTEL Order on (M/s Rubber Park India Private Limited.  Versus   Kerala State Electricity Regulatory Commission & Anr.), 2020",18/06/2020,0000-00-00,0000-00-00,0000-00-00
7658,Jud-Ord,CERC,TD,Tariff,ORD,"CERC Order on (Review of Commission’s order dated 21.3.2017 in respect of determination of tariff of  Sipat Super Thermal Power Station Stage-II (1000 MW) for the period from 1.4.2014 to  31.3.2019), 2017",15/12/2017,0000-00-00,0000-00-00,0000-00-00
7659,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Approval of transmission tariff for 400 kV Anta Bay at Kota Sub-station for 400 kV S/C Anta-Kota line (line owned by RVPNL) under “Northern Region System Strengthening Scheme-XXVII” for 2014-19 period in Northern Region under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2018",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7660,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Approval of transmission tariff for Main SCADA EMS System-5 assets under project- “Expansion/ Upgradation of SCADA/EMS System of SLDCs of Eastern Region” from  COD to 31.3.2019 under Regulation 86 of Central Electricity Regulatory Commission  (Conduct of Business) Regulations, 1999 and Central Electricity Regulatory  Commission (Terms and Conditions of Tariff) Regulations, 2014), 2017",14/12/2017,0000-00-00,0000-00-00,0000-00-00
7661,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Petition under Section 79 (1) (f) read with Section 79 (1) (b) of the Electricity Act, 2003 for adjudication of disputes between NTPC Vidyut Vyapar Nigam Limited and Power Company of Karnataka Limited related to the procurement of power pursuant to a Tariff Based Competitive Bid Process undertaken by the Power Company of Karnataka Limited), 2018",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7662,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Petition under Section 94 (1) (f) of the Electricity Act, 2003 Read with Regulation 103(1) of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, for Review of Order dated 26.9.2017 in Petition No.32/MP/2017), 2018",19/07/2018,0000-00-00,0000-00-00,0000-00-00
7663,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Petition filed under Section 79(1)(b) and (f) of the Electricity Act, 2003 read with Article  10 of the PPAs dated 29.6.2012 and 23.8.2013 for recovery of Additional Expenditure  incurred due to the occurrence of various Change in Law events), 2017",13/12/2017,0000-00-00,0000-00-00,0000-00-00
7664,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Petition for revision of Fees and Charges for the period 2014-19 tariff block on accelerated depreciation of SCADA/EMS systems of SLDCs for Unified Load Despatch & Communication Scheme under Section 28(4) of the Electricity Act, 2003 and Central Electricity Regulatory Commission (Terms and Conditions) of Tariff Regulations, 2014), 2018",19/07/2018,0000-00-00,0000-00-00,0000-00-00
7665,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Miscellaneous petition for approval under sub-section 4 of Section 28 of the  Electricity Act, 2003 for determination of (i) Truing up of fee and charges for the  period 2009-14 block and (ii) fee and charges for the period 2014-19 block for  Unified Load Despatch and Communication Scheme (Powergrid portion i.e.  Communication system portion and SLDC system retained by the petitioner after  formation of POSOCO) in Eastern Region), 2017",12/12/2017,0000-00-00,0000-00-00,0000-00-00
7666,Jud-Ord,CERC,"OA,TR","Transmission, Market",ORD,"CERC Order on (Petition under Section 79 (1) (c) of the Electricity Act, 2003 for adjudication of  dispute between GMR Kamalanga Energy Limited and Power Grid Corporation of  India Limited in relation to illegal threat of encashment of the bank guarantee  furnished in relation to the long term open access granted to the petitioner), 2017",08/12/2017,0000-00-00,0000-00-00,0000-00-00
7667,Jud-Ord,CERC,TD,Tariff,ORD,"CERC Order on (Petition for determination of transmission tariff from COD to 31.3.2019 for Asset I: 125  MVAR Bus Reactor at 400/220 kV Sonepat Sub-station extension; Asset-II:125 MVAR  Bus Reactor at 400/220 kV Jaipur (South) Sub-station extension; Asset-III:125 MVAR  Bus Reactor at 400/220 kV Bassi Sub-station extension; Asset-IV:125 MVAR Bus  Reactor at 400/220 kV Manesar Sub-station extension; Asset-V:125 MVAR Bus  Reactor at 400/220 kV Panchkula Sub-station extension; Asset-VI:125 MVAR Bus  Reactor at 400/220 kV Kaithal Sub-station extension; Asset-VII:125 MVAR Bus Reactor  at 400/220 kV Kanpur Sub-station extension under “Bus Reactor scheme” in Northern  Region, Phase-II under Regulation 86 of Central Electricity Regulatory Commission  (Conduct of Business) Regulations, 1999 and Central Electricity Regulatory  Commission (Terms and Conditions of Tariff) Regulations, 2014), 2017",08/12/2017,0000-00-00,0000-00-00,0000-00-00
7668,Jud-Ord,CERC,"TD,TR","Transmission, Tariff",ORD,"CERC Order on (Truing up of transmission tariff of 2009-14 tariff period and determination of  transmission tariff for 2014-19 tariff period for combined 21 nos. of assets under  Common Scheme for 765 kV Pooling Station and Network for NR, Import by NR from  ER and Common Scheme for network for WR and Import by WR from ER and from  NER/SR/WR via ER in Eastern and Northern Region under Regulation 86 of Central  Electricity Regulatory Commission (Conduct of Business) Regulations, 1999,  Regulation 6 of Central Electricity Regulatory Commission (Terms and Conditions of  Tariff) Regulations, 2009, and Central Electricity Regulatory Commission (Terms and  Conditions of Tariff) Regulations, 2014), 2017",06/12/2017,0000-00-00,0000-00-00,0000-00-00
7669,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Truing up of transmission tariff for 2009-14 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2009 and determination of transmission tariff for 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 for Transmission System Associated with System Strengthening in NR for Sasan and Mundra UMPP in Northern Region consisting of Asset-A: 400 KV Agra-Sikar (D/C QUAD) Line with associated Bays at Agra (COD: 01.01.2014) ; Asset-B: 2 nos. 400 kV line bays for 400 kV D/C Agra-Sikar line including 2 nos. 50 MVAR Line Reactors under Bus Reactor operation mode at 400/220 kV Sikar Sub-station (COD: 01.08.2013) under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999), 2018",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7670,Jud-Ord,CERC,"GN,OTH","Generation, Others",ORD,"CERC Order on (Automatic Generation Control (AGC) pilot project), 2017",06/12/2017,0000-00-00,0000-00-00,0000-00-00
7671,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Petition for revision of Fees and Charges for the period 2014-19 tariff block on accelerated depreciation of SCADA/EMS systems of SLDCs for Unified Load Despatch & Communication Scheme under Section 28(4) of the Electricity Act, 2003 and Central Electricity Regulatory Commission (Terms and Conditions) of Tariff Regulations, 2014), 2018",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7672,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Petition under Sections 79(1) (f) read with 79(1) (c) and 79(1) (b) and Section 60 of the Electricity Act, 2003, inter alia seeking adjudication of disputes as regards the terms of payment/compensation for operation and maintenance of the Petitioner's 2 Nos. of 400 kV Line bays including 2 Tie Bays at 765/400 kV switchyard at Power Grid, Bharari, Substation, Bilaspur, Chhattisgarh and other reliefs), 2017",05/12/2017,0000-00-00,0000-00-00,0000-00-00
7673,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Approval of transmission tariff for 400 kV D/C (Quad) Lara STPS-I-Champa PS Line along with associated bays at Champa Pooling Station under “Transmission System associated with Lara STPS-I (2x800 MW) Generation Project of NTPC” in Western Region for 2014-19 period from COD to 31.3.2019 under Regulation 86 of Central Electricity Regulatory Commission (Conduct of business) Regulations, 1999 and Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2017",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7674,Jud-Ord,CERC,"TD,TR","Transmission, Tariff",ORD,"CERC Order on (Determination of transmission tariff for 400 kV D/C Sikar-Jaipur line with associated  bays under “System Strengthening in Northern Region for Sasan and Mundra UMPP”  from COD to 31.3.2019 under Regulation 86 of Central Electricity Regulatory  Commission (Conduct of Business) Regulations, 1999 and Central Electricity  Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2017",06/12/2017,0000-00-00,0000-00-00,0000-00-00
7675,Jud-Ord,CERC,MK,Market,ORD,"CERC Order on (Petition under Section 79(1) (k) of the Electricity Act, 2003 read with Regulations 19(2),  63 and 64 of the Central Electricity Regulatory Commission (Power Market)  Regulations, 2010, and Regulations 24, 112, 113 and 115 of the Central Electricity  Regulatory Commission (Conduct of Business) Regulations, 1999), 2017",01/12/2017,0000-00-00,0000-00-00,0000-00-00
7676,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Truing up of transmission tariff for 2009-14 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2009 and determination of transmission tariff for 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 for 6 assets for the period from 1.4.2009 to 31.3.2014 for Asset-I:-LILO of 220 kV Tanakpur-Bareilly Transmission Line (Ckt-II) at Sitarganj along with associated bays, Asset-II:- 220/132, 100 MVA ICT-I at Sitarganj along with associated bays, Asset-III:- 220/132, 100 MVA ICT-II at Sitarganj along with associated bays, Asset-IV:-220/132, 100 MVA ICT-I at Pithoragarh along with associated bays, Asset-V:-220/132, 100 MVA ICT-II at Pithoragarh along with associated bays, Asset-VI:- LILO of one circuit of Dhauliganga- Bareilly Transmission Line at Pithoragarh along with associated bays associated with “System Strengthening Scheme in Uttaranchal” in NR under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999), 2018",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7677,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Review of Commission’s order dated 20.3.2017 regarding approval of generation  tariff of Tehri Hydroelectric Power Project, Stage-I (1000 MW) for the period from  1.4.2009 to 31.3.2014), 2017",05/12/2017,0000-00-00,0000-00-00,0000-00-00
7678,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Increase in Operation and Maintenance expenses incurred by NLCIL’s Thermal Power Stations on account of Wage Revision and other pay hikes with effect from 01-01-2012 to Employees (Non-Executives & workmen) posted to NLCIL’s Power Stations namely NLCIL TPS I (600 MW), NLCIL TPSII - Stage I (3X210 MW), NLCIL-TPS-II Stage-II (4X210 MW), NLCIL TPS I Expn (2 x 210 MW) and NLCIL Barsingsar Thermal Power Station (2x125 MW) and to allow the recovery of the same from the beneficiaries of NLCIL Power Stations for the period 1.1.2012 to 31.3.2014), 2018",18/07/2018,0000-00-00,0000-00-00,0000-00-00
7679,Jud-Ord,CERC,"OTH,TD","Others, Tariff",ORD,"CERC Order on (Review of Commission?s order dated 24.3.2017 regarding revision of tariff of National  Capital Thermal Power Station, Dadri Stage-I (840 MW) for the period from 1.4.2009 to  31.3.2014 based on truing- up exercise), 2017",05/12/2017,0000-00-00,0000-00-00,0000-00-00
7680,GNO,CERC,"TD,TR","Transmission, Tariff",ORD,"CERC Order on (Approval under Regulation-86 of CERC (Conduct of Business) Regulations, 1999 and CERC (Terms and Conditions of Tariff) Regulations, 2014 for determination of Transmission Tariff from DOCO to 31.03.2019 for Asset I:400kV Transmission Line for Swapping of Kahalgaon # 1 bay with Sasaram # 1 bay at Biharsharif Sub-station; Asset II: 400KV Transmission Line for Swapping of Purnea (1&2) Bays with Sasaram bays (3&4) at Biharsharif Sub-station and Asset III: Split Bus arrangement with tie line Breaker for 400KV Biharsharif Sub-station under Split Bus arrangement for various substations in Eastern Region), 2019",04/02/2019,0000-00-00,0000-00-00,0000-00-00
7681,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Petition for review and modification of the order dated 20.9.2017 in Petition No. 272/TT/2015 under Section 94(1)(f) of the Electricity Act, 2003), 2018",19/07/2018,0000-00-00,0000-00-00,0000-00-00
7682,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Approval of transmission tariff from COD to 31.3.2019 for Asset 1: 2 No. 400 kV line bays at Samba Sub-station and 2 No. 400 kV line bays at Jallandhar Sub-station and Asset 2 : 2 No. 400 kV line bays at Samba Sub-station and 2 No. 50 MVAR line reactor at Samba Sub-station under “Northern Region System Strengthening Scheme-XXIX (NRSS-XXIX)” in Northern Region under Regulation-86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014), 2018",19/07/2018,0000-00-00,0000-00-00,0000-00-00
7683,GNO,CERC,OTH,Others,ORD,"CERC Order on (Review of Commission?s order dated 2.11.2017 in Petition No. 89/MP/2016 seeking adjudication of disputes between BRPL & BYPL with PPCL regarding declaration of Availability by Pragati –III Combined Cycle Power Project), 2019",05/02/2019,0000-00-00,0000-00-00,0000-00-00
7684,Jud-Ord,CERC,OTH,Others,ORD,"CERC Order on (Petition under Section 79 (1) (c) read with Section 28 of the Electricity Act, 2003), 2017",29/11/2017,0000-00-00,0000-00-00,0000-00-00
7685,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"CERC Order on (Approval under Regulation: 86 of CERC (Conduct of Business) Regulations, 1999 and CERC (Terms and Conditions of Tariff) Regulations, 2014 for determination of Transmission Tariff from DOCO to 31.03.2019 for Aurangabad (POWERGRID) - Padghe (POWERGRID) 765kV D/C line & Padghe (POWERGRID) - Padghe/kudus (MSETCL) 400kV D/C (QUAD) line along with associated bays and Establishment of 765/400 kV 2x1500 MVA Padghe GIS SS under System Strengthening in North/West Part of Western Region for IPP Projects in Chhattisgarh), 2019",05/02/2019,0000-00-00,0000-00-00,0000-00-00
7686,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Petition under Section 79 of the Electricity Act, 2003 read with Regulation 14 (3) (ii) and Regulation 8 (3) (ii) of the CERC (Terms and Condition of Tariff) Regulations 2014 for approval of expenditure on installation of various Emission Control Systems as detailed, for compliance of Ministry of Environment and Forests and Climate Change, Government of India, Notification dated 7.12.2015 mandating compliance with revised Environmental norms for Thermal Power Stations), 2018",20/07/2018,0000-00-00,0000-00-00,0000-00-00
7687,Jud-Ord,CERC,TR,Transmission,ORD,"CERC Order on (Petition for unlawful denial to modify LTA; Incorrect and improper Regional Transmission  Accounting and seeking necessary directions under Section 79 (1) (c) read with 79 (1) (f) of the  Electricity Act, 2003), 2017",29/11/2017,0000-00-00,0000-00-00,0000-00-00
